Ensembl Gene ID	Description	MGI symbol
ENSMUSG00000068697	myozenin 1 [Source:MGI Symbol;Acc:MGI:1929471]	Myoz1
ENSMUSG00000002233	ras homolog gene family, member C [Source:MGI Symbol;Acc:MGI:106028]	Rhoc
ENSMUSG00000003420	Fc receptor, IgG, alpha chain transporter [Source:MGI Symbol;Acc:MGI:103017]	Fcgrt
ENSMUSG00000044145	RIKEN cDNA 1810024B03 gene [Source:MGI Symbol;Acc:MGI:1925560]	1810024B03Rik
ENSMUSG00000051695	poly(rC) binding protein 1 [Source:MGI Symbol;Acc:MGI:1345635]	Pcbp1
ENSMUSG00000035629	RIKEN cDNA 1700021K19 gene [Source:MGI Symbol;Acc:MGI:1915160]	1700021K19Rik
ENSMUSG00000017299	deoxynucleotidyltransferase, terminal, interacting protein 1 [Source:MGI Symbol;Acc:MGI:1923483]	Dnttip1
ENSMUSG00000044515	predicted gene 8385 [Source:MGI Symbol;Acc:MGI:3648812]	Gm8385
ENSMUSG00000072553	predicted gene 525 [Source:MGI Symbol;Acc:MGI:2685371]	Gm525
ENSMUSG00000020399	hepatitis A virus cellular receptor 2 [Source:MGI Symbol;Acc:MGI:2159682]	Havcr2
ENSMUSG00000033508	aspartic peptidase, retroviral-like 1 [Source:MGI Symbol;Acc:MGI:1915105]	Asprv1
ENSMUSG00000068349	GPI anchored molecule like protein [Source:MGI Symbol;Acc:MGI:3644767]	Gml
ENSMUSG00000027018	histone aminotransferase 1 [Source:MGI Symbol;Acc:MGI:96013]	Hat1
ENSMUSG00000042962	predicted pseudogene 5436 [Source:MGI Symbol;Acc:MGI:3643291]	Gm5436
ENSMUSG00000018776	solute carrier family 35, member G3 [Source:MGI Symbol;Acc:MGI:1927128]	Slc35g3
ENSMUSG00000045546	ring finger protein 113A2 [Source:MGI Symbol;Acc:MGI:1913631]	Rnf113a2
ENSMUSG00000032409	ataxia telangiectasia and Rad3 related [Source:MGI Symbol;Acc:MGI:108028]	Atr
ENSMUSG00000092006	predicted gene 17139 [Source:MGI Symbol;Acc:MGI:4937966]	Gm17139
ENSMUSG00000027189	tripartite motif-containing 44 [Source:MGI Symbol;Acc:MGI:1931835]	Trim44
ENSMUSG00000032285	DnaJ (Hsp40) homolog, subfamily A, member 4 [Source:MGI Symbol;Acc:MGI:1927638]	Dnaja4
ENSMUSG00000046822	solute carrier family 39 (zinc transporter), member 3 [Source:MGI Symbol;Acc:MGI:2147269]	Slc39a3
ENSMUSG00000079645	predicted gene 17193 [Source:MGI Symbol;Acc:MGI:4938020]	Gm17193
ENSMUSG00000037827	predicted pseudogene 5884 [Source:MGI Symbol;Acc:MGI:3644646]	Gm5884
ENSMUSG00000093445	leucine-rich repeats and calponin homology (CH) domain containing 4 [Source:MGI Symbol;Acc:MGI:1917193]	Lrch4
ENSMUSG00000002324	REC8 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1929645]	Rec8
ENSMUSG00000093629	predicted gene, 19357 [Source:MGI Symbol;Acc:MGI:5011542]	Gm19357
ENSMUSG00000074505	FAT tumor suppressor homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:2444314]	Fat3
ENSMUSG00000095887	predicted gene 10096 [Source:MGI Symbol;Acc:MGI:3710636]	Gm10096
ENSMUSG00000068600	hematopoietic cell transcript 1 [Source:MGI Symbol;Acc:MGI:1341831]	Hemt1
ENSMUSG00000030697	protein phosphatase 4, catalytic subunit [Source:MGI Symbol;Acc:MGI:1891763]	Ppp4c
ENSMUSG00000042102	dimethylglycine dehydrogenase precursor [Source:MGI Symbol;Acc:MGI:1921379]	Dmgdh
ENSMUSG00000003429	ribosomal protein S11 [Source:MGI Symbol;Acc:MGI:1351329]	Rps11
ENSMUSG00000091942	predicted gene 17138 [Source:MGI Symbol;Acc:MGI:4937965]	Gm17138
ENSMUSG00000030363	C-type lectin domain family 2, member J [Source:MGI Symbol;Acc:MGI:3647940]	Clec2j
ENSMUSG00000079103	transglutaminase 7 [Source:MGI Symbol;Acc:MGI:2151164]	Tgm7
ENSMUSG00000080868	predicted gene 15745 [Source:MGI Symbol;Acc:MGI:3783187]	Gm15745
ENSMUSG00000047649	CD3E antigen, epsilon polypeptide associated protein [Source:MGI Symbol;Acc:MGI:1917583]	Cd3eap
ENSMUSG00000095846	predicted gene 2001 [Source:MGI Symbol;Acc:MGI:3780171]	Gm2001
ENSMUSG00000048616	noggin [Source:MGI Symbol;Acc:MGI:104327]	Nog
ENSMUSG00000050075	G protein-coupled receptor 171 [Source:MGI Symbol;Acc:MGI:2442043]	Gpr171
ENSMUSG00000002015	B cell receptor associated protein 31 [Source:MGI Symbol;Acc:MGI:1350933]	Bcap31
ENSMUSG00000071217	predicted pseudogene 2022 [Source:MGI Symbol;Acc:MGI:3780191]	Gm2022
ENSMUSG00000006728	cyclin-dependent kinase 4 [Source:MGI Symbol;Acc:MGI:88357]	Cdk4
ENSMUSG00000072753	RIKEN cDNA 9230020A06 gene [Source:MGI Symbol;Acc:MGI:3588244]	9230020A06Rik
ENSMUSG00000030364	C-type lectin domain family 2, member h [Source:MGI Symbol;Acc:MGI:2136934]	Clec2h
ENSMUSG00000015536	molybdenum cofactor synthesis 2 [Source:MGI Symbol;Acc:MGI:1336894]	Mocs2
ENSMUSG00000070284	GDP-mannose pyrophosphorylase B [Source:MGI Symbol;Acc:MGI:2660880]	Gmppb
ENSMUSG00000026480	neutrophil cytosolic factor 2 [Source:MGI Symbol;Acc:MGI:97284]	Ncf2
ENSMUSG00000038987	RIKEN cDNA 1700019L03 gene [Source:MGI Symbol;Acc:MGI:2447809]	1700019L03Rik
ENSMUSG00000047490	RIKEN cDNA 4932411E22 gene [Source:MGI Symbol;Acc:MGI:3045332]	4932411E22Rik
ENSMUSG00000036381	purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705]	P2ry14
ENSMUSG00000062632	predicted gene 12588 [Source:MGI Symbol;Acc:MGI:3800295]	Gm12588
ENSMUSG00000027340	solute carrier family 23 (nucleobase transporters), member 2 [Source:MGI Symbol;Acc:MGI:1859682]	Slc23a2
ENSMUSG00000038541	steroid 5 alpha-reductase 2 [Source:MGI Symbol;Acc:MGI:2150380]	Srd5a2
ENSMUSG00000018750	zinc finger and BTB domain containing 4 [Source:MGI Symbol;Acc:MGI:1922830]	Zbtb4
ENSMUSG00000056174	collagen, type VIII, alpha 2 [Source:MGI Symbol;Acc:MGI:88464]	Col8a2
ENSMUSG00000001156	MAX dimerization protein 1 [Source:MGI Symbol;Acc:MGI:96908]	Mxd1
ENSMUSG00000022439	parvin, gamma [Source:MGI Symbol;Acc:MGI:2158329]	Parvg
ENSMUSG00000039934	gamma-secretase activating protein [Source:MGI Symbol;Acc:MGI:2442259]	Gsap
ENSMUSG00000025867	complexin 2 [Source:MGI Symbol;Acc:MGI:104726]	Cplx2
ENSMUSG00000054263	leukemia inhibitory factor receptor [Source:MGI Symbol;Acc:MGI:96788]	Lifr
ENSMUSG00000062683	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9) [Source:MGI Symbol;Acc:MGI:1915192]	Atp5g2
ENSMUSG00000047383	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11 (human) [Source:MGI Symbol;Acc:MGI:1920713]	Als2cr11
ENSMUSG00000021245	mutL homolog 3 (E coli) [Source:MGI Symbol;Acc:MGI:1353455]	Mlh3
ENSMUSG00000074129	ribosomal protein L13A [Source:MGI Symbol;Acc:MGI:1351455]	Rpl13a
ENSMUSG00000058704	mediator of cell motility 1 [Source:MGI Symbol;Acc:MGI:1924140]	Memo1
ENSMUSG00000093595	vomeronasal 1 receptor, pseudogene 49 [Source:MGI Symbol;Acc:MGI:3852387]	Vmn1r-ps49
ENSMUSG00000040213	cysteine conjugate-beta lyase 2 [Source:MGI Symbol;Acc:MGI:2677849]	Ccbl2
ENSMUSG00000047635	RIKEN cDNA 2810006K23 gene [Source:MGI Symbol;Acc:MGI:1919900]	2810006K23Rik
ENSMUSG00000093418	vomeronasal 1 receptor, pseudogene 50 [Source:MGI Symbol;Acc:MGI:3852388]	Vmn1r-ps50
ENSMUSG00000093534	vomeronasal 1 receptor, pseudogene 51 [Source:MGI Symbol;Acc:MGI:3852391]	Vmn1r-ps51
ENSMUSG00000073946	olfactory receptor 617 [Source:MGI Symbol;Acc:MGI:3030451]	Olfr617
ENSMUSG00000093826	predicted gene 6900 [Source:MGI Symbol;Acc:MGI:3645052]	Gm6900
ENSMUSG00000040740	solute carrier family 25, member 34 [Source:MGI Symbol;Acc:MGI:2686215]	Slc25a34
ENSMUSG00000039376	synaptopodin 2-like [Source:MGI Symbol;Acc:MGI:1916010]	Synpo2l
ENSMUSG00000024220	zinc finger protein 523 [Source:MGI Symbol;Acc:MGI:2687278]	Zfp523
ENSMUSG00000049357	RIKEN cDNA 4933408B17 gene [Source:MGI Symbol;Acc:MGI:3045347]	4933408B17Rik
ENSMUSG00000040734	protein phosphatase 1, regulatory (inhibitor) subunit 13 like [Source:MGI Symbol;Acc:MGI:3525053]	Ppp1r13l
ENSMUSG00000047773	ankyrin-repeat and fibronectin type III domain containing 1 [Source:MGI Symbol;Acc:MGI:2686021]	Ankfn1
ENSMUSG00000022130	TDP-glucose 4,6-dehydratase [Source:MGI Symbol;Acc:MGI:1923605]	Tgds
ENSMUSG00000073945	olfactory receptor 618 [Source:MGI Symbol;Acc:MGI:3030452]	Olfr618
ENSMUSG00000055704	predicted gene 9978 [Source:MGI Symbol;Acc:MGI:3641806]	Gm9978
ENSMUSG00000038607	guanine nucleotide binding protein (G protein), gamma 10 [Source:MGI Symbol;Acc:MGI:1336169]	Gng10
ENSMUSG00000093689	vomeronasal 1 receptor, pseudogene 52 [Source:MGI Symbol;Acc:MGI:3852396]	Vmn1r-ps52
ENSMUSG00000092489	vomeronasal 1 receptor, pseudogene 53 [Source:MGI Symbol;Acc:MGI:3647358]	Vmn1r-ps53
ENSMUSG00000051431	G protein-coupled receptor 87 [Source:MGI Symbol;Acc:MGI:1934133]	Gpr87
ENSMUSG00000023055	calcium binding and coiled coil domain 1 [Source:MGI Symbol;Acc:MGI:1914738]	Calcoco1
ENSMUSG00000092631	vomeronasal 1 receptor, pseudogene 54 [Source:MGI Symbol;Acc:MGI:3852397]	Vmn1r-ps54
ENSMUSG00000030695	aldolase A, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:87994]	Aldoa
ENSMUSG00000073944	olfactory receptor 619 [Source:MGI Symbol;Acc:MGI:3030453]	Olfr619
ENSMUSG00000003660	small nuclear ribonucleoprotein 200 (U5) [Source:MGI Symbol;Acc:MGI:2444401]	Snrnp200
ENSMUSG00000036362	purinergic receptor P2Y, G-protein coupled 13 [Source:MGI Symbol;Acc:MGI:1921441]	P2ry13
ENSMUSG00000092326	vomeronasal 1 receptor, pseudogene 55 [Source:MGI Symbol;Acc:MGI:3852398]	Vmn1r-ps55
ENSMUSG00000046785	EPM2A (laforin) interacting protein 1 [Source:MGI Symbol;Acc:MGI:1925031]	Epm2aip1
ENSMUSG00000037982	predicted gene 9725 [Source:MGI Symbol;Acc:MGI:3646552]	Gm9725
ENSMUSG00000092285	vomeronasal 1 receptor, pseudogene 56 [Source:MGI Symbol;Acc:MGI:3852399]	Vmn1r-ps56
ENSMUSG00000032763	ilvB (bacterial acetolactate synthase)-like [Source:MGI Symbol;Acc:MGI:1351911]	Ilvbl
ENSMUSG00000092466	vomeronasal 1 receptor, pseudogene 57 [Source:MGI Symbol;Acc:MGI:3852400]	Vmn1r-ps57
ENSMUSG00000078564	predicted gene 9631 [Source:MGI Symbol;Acc:MGI:3800296]	Gm9631
ENSMUSG00000049184	purine-rich element binding protein G [Source:MGI Symbol;Acc:MGI:1922279]	Purg
ENSMUSG00000092208	vomeronasal 1 receptor, pseudogene 58 [Source:MGI Symbol;Acc:MGI:3852401]	Vmn1r-ps58
ENSMUSG00000092398	vomeronasal 1 receptor, pseudogene 59 [Source:MGI Symbol;Acc:MGI:3852402]	Vmn1r-ps59
ENSMUSG00000082286	phosphatidylserine decarboxylase, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3842428]	Pisd-ps1
ENSMUSG00000024067	dpy-30 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1913560]	Dpy30
ENSMUSG00000045132	olfactory receptor 620 [Source:MGI Symbol;Acc:MGI:3030454]	Olfr620
ENSMUSG00000094615	predicted gene 4899 [Source:MGI Symbol;Acc:MGI:3644090]	Gm4899
ENSMUSG00000092318	vomeronasal 1 receptor, pseudogene 60 [Source:MGI Symbol;Acc:MGI:3852403]	Vmn1r-ps60
ENSMUSG00000097949		
ENSMUSG00000029490	major facilitator superfamily domain containing 7A [Source:MGI Symbol;Acc:MGI:2442629]	Mfsd7a
ENSMUSG00000090732	RIKEN cDNA 4930579O11 gene [Source:MGI Symbol;Acc:MGI:1923126]	4930579O11Rik
ENSMUSG00000096333	predicted gene 13871 [Source:MGI Symbol;Acc:MGI:3702126]	Gm13871
ENSMUSG00000050085	olfactory receptor 622 [Source:MGI Symbol;Acc:MGI:3030456]	Olfr622
ENSMUSG00000048544	RIKEN cDNA 5930422O12 gene [Source:MGI Symbol;Acc:MGI:2442538]	5930422O12Rik
ENSMUSG00000055560	zinc finger protein 459 [Source:MGI Symbol;Acc:MGI:3040701]	Zfp459
ENSMUSG00000090584	predicted gene 17169 [Source:MGI Symbol;Acc:MGI:4937996]	Gm17169
ENSMUSG00000055124	olfactory receptor 623 [Source:MGI Symbol;Acc:MGI:3030457]	Olfr623
ENSMUSG00000091998	predicted gene 17072 [Source:MGI Symbol;Acc:MGI:4937899]	Gm17072
ENSMUSG00000066807	predicted gene 10179 [Source:MGI Symbol;Acc:MGI:3708748]	Gm10179
ENSMUSG00000022061	NK-3 transcription factor, locus 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:97352]	Nkx3-1
ENSMUSG00000097984		
ENSMUSG00000092535	vomeronasal 1 receptor, pseudogene 61 [Source:MGI Symbol;Acc:MGI:3852404]	Vmn1r-ps61
ENSMUSG00000074151	NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191]	Nlrc5
ENSMUSG00000038523	RIKEN cDNA 1700003F12 gene [Source:MGI Symbol;Acc:MGI:1922730]	1700003F12Rik
ENSMUSG00000092350	vomeronasal 1 receptor, pseudogene 62 [Source:MGI Symbol;Acc:MGI:3852405]	Vmn1r-ps62
ENSMUSG00000081588	predicted gene 11661 [Source:MGI Symbol;Acc:MGI:3651387]	Gm11661
ENSMUSG00000045780	olfactory receptor 624 [Source:MGI Symbol;Acc:MGI:3030458]	Olfr624
ENSMUSG00000082706	predicted gene 11663 [Source:MGI Symbol;Acc:MGI:3651529]	Gm11663
ENSMUSG00000031378	ATP-binding cassette, sub-family D (ALD), member 1 [Source:MGI Symbol;Acc:MGI:1349215]	Abcd1
ENSMUSG00000025582	neuronal pentraxin 1 [Source:MGI Symbol;Acc:MGI:107811]	Nptx1
ENSMUSG00000083748	predicted gene 11662 [Source:MGI Symbol;Acc:MGI:3651457]	Gm11662
ENSMUSG00000020553	phosphatidylcholine transfer protein [Source:MGI Symbol;Acc:MGI:107375]	Pctp
ENSMUSG00000073943	olfactory receptor 625, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030459]	Olfr625-ps1
ENSMUSG00000041189	cholinergic receptor, nicotinic, beta polypeptide 1 (muscle) [Source:MGI Symbol;Acc:MGI:87890]	Chrnb1
ENSMUSG00000081513	predicted gene 11623 [Source:MGI Symbol;Acc:MGI:3649731]	Gm11623
ENSMUSG00000071656	LRRN4 C-terminal like [Source:MGI Symbol;Acc:MGI:1916102]	Lrrn4cl
ENSMUSG00000080694	predicted gene 11621 [Source:MGI Symbol;Acc:MGI:3650006]	Gm11621
ENSMUSG00000072295	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11 (human) [Source:MGI Symbol;Acc:MGI:1920713]	Als2cr11
ENSMUSG00000082767	predicted gene 11622 [Source:MGI Symbol;Acc:MGI:3650005]	Gm11622
ENSMUSG00000073257	predicted gene 10488 [Source:MGI Symbol;Acc:MGI:3710522]	Gm10488
ENSMUSG00000094822	olfactory receptor 243 [Source:MGI Symbol;Acc:MGI:3030077]	Olfr243
ENSMUSG00000056718	predicted gene 13199 [Source:MGI Symbol;Acc:MGI:3649231]	Gm13199
ENSMUSG00000090733	ribosomal protein S27 [Source:MGI Symbol;Acc:MGI:1888676]	Rps27
ENSMUSG00000028917	pleckstrin homology domain containing, family M (with RUN domain) member 2 [Source:MGI Symbol;Acc:MGI:1916832]	Plekhm2
ENSMUSG00000096516	olfactory receptor 628 [Source:MGI Symbol;Acc:MGI:3030462]	Olfr628
ENSMUSG00000025314	protein tyrosine phosphatase, receptor type, J [Source:MGI Symbol;Acc:MGI:104574]	Ptprj
ENSMUSG00000015092	endothelial differentiation-related factor 1 [Source:MGI Symbol;Acc:MGI:1891227]	Edf1
ENSMUSG00000001158	small nuclear ribonucleoprotein 27 (U4/U6.U5) [Source:MGI Symbol;Acc:MGI:1913868]	Snrnp27
ENSMUSG00000034248	solute carrier family 25, member 37 [Source:MGI Symbol;Acc:MGI:1914962]	Slc25a37
ENSMUSG00000024068	spastin [Source:MGI Symbol;Acc:MGI:1858896]	Spast
ENSMUSG00000075604	cytochrome P450, family 11, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88583]	Cyp11b1
ENSMUSG00000027935	RAB13, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1927232]	Rab13
ENSMUSG00000071655	UBX domain protein 1 [Source:MGI Symbol;Acc:MGI:1289301]	Ubxn1
ENSMUSG00000047545	olfactory receptor 629 [Source:MGI Symbol;Acc:MGI:3030463]	Olfr629
ENSMUSG00000009628	testis expressed gene 15 [Source:MGI Symbol;Acc:MGI:1934816]	Tex15
ENSMUSG00000047730	Fc fragment of IgG binding protein [Source:MGI Symbol;Acc:MGI:2444336]	Fcgbp
ENSMUSG00000036353	purinergic receptor P2Y, G-protein coupled 12 [Source:MGI Symbol;Acc:MGI:1918089]	P2ry12
ENSMUSG00000029885	monooxygenase, DBH-like 2 [Source:MGI Symbol;Acc:MGI:2388042]	Moxd2
ENSMUSG00000023232	serine incorporator 2 [Source:MGI Symbol;Acc:MGI:1919132]	Serinc2
ENSMUSG00000042842	serine (or cysteine) peptidase inhibitor, clade B, member 6b [Source:MGI Symbol;Acc:MGI:894688]	Serpinb6b
ENSMUSG00000050281	olfactory receptor 630 [Source:MGI Symbol;Acc:MGI:3030464]	Olfr630
ENSMUSG00000047977	syncytin b [Source:MGI Symbol;Acc:MGI:3045308]	Synb
ENSMUSG00000033623	polycomb group ring finger 3 [Source:MGI Symbol;Acc:MGI:1916837]	Pcgf3
ENSMUSG00000092248	vomeronasal 1 receptor, pseudogene 63 [Source:MGI Symbol;Acc:MGI:4438458]	Vmn1r-ps63
ENSMUSG00000069763	transmembrane protein 100 [Source:MGI Symbol;Acc:MGI:1915138]	Tmem100
ENSMUSG00000071654	expressed sequence AI462493 [Source:MGI Symbol;Acc:MGI:2147553]	AI462493
ENSMUSG00000058662	olfactory receptor 69 [Source:MGI Symbol;Acc:MGI:1341789]	Olfr69
ENSMUSG00000025872	THO complex 3 [Source:MGI Symbol;Acc:MGI:1920916]	Thoc3
ENSMUSG00000071207	predicted pseudogene 8587 [Source:MGI Symbol;Acc:MGI:3646799]	Gm8587
ENSMUSG00000062296	tetratricopeptide repeat and ankyrin repeat containing 1 [Source:MGI Symbol;Acc:MGI:1341834]	Trank1
ENSMUSG00000092351	vomeronasal 1 receptor, pseudogene 64 [Source:MGI Symbol;Acc:MGI:3852407]	Vmn1r-ps64
ENSMUSG00000085004	RIKEN cDNA 5430427M07 gene [Source:MGI Symbol;Acc:MGI:1918599]	5430427M07Rik
ENSMUSG00000092476	vomeronasal 1 receptor, pseudogene 65 [Source:MGI Symbol;Acc:MGI:3782022]	Vmn1r-ps65
ENSMUSG00000042772	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:2682334]	Smg7
ENSMUSG00000083087	predicted gene 11249 [Source:MGI Symbol;Acc:MGI:3650834]	Gm11249
ENSMUSG00000092331	vomeronasal 1 receptor, pseudogene 66 [Source:MGI Symbol;Acc:MGI:3852408]	Vmn1r-ps66
ENSMUSG00000090722	predicted gene 8378 [Source:MGI Symbol;Acc:MGI:3646777]	Gm8378
ENSMUSG00000004937	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha [Source:MGI Symbol;Acc:MGI:1098703]	Sgta
ENSMUSG00000092610	vomeronasal 1 receptor, pseudogene 67 [Source:MGI Symbol;Acc:MGI:3852412]	Vmn1r-ps67
ENSMUSG00000086364	predicted gene 11751 [Source:MGI Symbol;Acc:MGI:3650096]	Gm11751
ENSMUSG00000096740	predicted gene, 21743 [Source:MGI Symbol;Acc:MGI:5433907]	Gm21743
ENSMUSG00000092359	vomeronasal 1 receptor, pseudogene 68 [Source:MGI Symbol;Acc:MGI:3852413]	Vmn1r-ps68
ENSMUSG00000029088	Kv channel interacting protein 4 [Source:MGI Symbol;Acc:MGI:1933131]	Kcnip4
ENSMUSG00000022589	cytochrome P450, family 11, subfamily b, polypeptide 2 [Source:MGI Symbol;Acc:MGI:88584]	Cyp11b2
ENSMUSG00000061626	olfactory receptor 68 [Source:MGI Symbol;Acc:MGI:1341790]	Olfr68
ENSMUSG00000071653	RIKEN cDNA 1810009A15 gene [Source:MGI Symbol;Acc:MGI:1913526]	1810009A15Rik
ENSMUSG00000081231	t-complex protein 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:98536]	Tcp1-ps1
ENSMUSG00000095463	ectonucleoside triphosphate diphosphohydrolase 4 [Source:MGI Symbol;Acc:MGI:1914714]	Entpd4
ENSMUSG00000075012	four jointed box 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1341907]	Fjx1
ENSMUSG00000047535	olfactory receptor 67 [Source:MGI Symbol;Acc:MGI:1341911]	Olfr67
ENSMUSG00000003948	monocyte to macrophage differentiation-associated [Source:MGI Symbol;Acc:MGI:1914718]	Mmd
ENSMUSG00000049410	zinc finger protein 683 [Source:MGI Symbol;Acc:MGI:3650254]	Zfp683
ENSMUSG00000073940	hemoglobin, beta adult minor chain [Source:MGI Symbol;Acc:MGI:96022]	Hbb-b2
ENSMUSG00000044788	fatty acid desaturase domain family, member 6 [Source:MGI Symbol;Acc:MGI:3039592]	Fads6
ENSMUSG00000073255	predicted gene 14632 [Source:MGI Symbol;Acc:MGI:3805544]	Gm14632
ENSMUSG00000025362	ribosomal protein S26 [Source:MGI Symbol;Acc:MGI:1351628]	Rps26
ENSMUSG00000047446	ADP-ribosylation factor-like 4A [Source:MGI Symbol;Acc:MGI:99437]	Arl4a
ENSMUSG00000071652	integrator complex subunit 5 [Source:MGI Symbol;Acc:MGI:1923578]	Ints5
ENSMUSG00000009210	RIKEN cDNA 2310007L24 gene [Source:MGI Symbol;Acc:MGI:1922823]	2310007L24Rik
ENSMUSG00000074923	p21 protein (Cdc42/Rac)-activated kinase 6 [Source:MGI Symbol;Acc:MGI:2679420]	Pak6
ENSMUSG00000091718	predicted gene 16506 [Source:MGI Symbol;Acc:MGI:3641772]	Gm16506
ENSMUSG00000018341	interleukin 12 receptor, beta 2 [Source:MGI Symbol;Acc:MGI:1270861]	Il12rb2
ENSMUSG00000022131	G protein-coupled receptor 180 [Source:MGI Symbol;Acc:MGI:1930949]	Gpr180
ENSMUSG00000078924	predicted gene 12169 [Source:MGI Symbol;Acc:MGI:3650838]	Gm12169
ENSMUSG00000036334	immunoglobulin superfamily, member 10 [Source:MGI Symbol;Acc:MGI:1923481]	Igsf10
ENSMUSG00000029394	CDK2 (cyclin-dependent kinase 2)-associated protein 1 [Source:MGI Symbol;Acc:MGI:1202069]	Cdk2ap1
ENSMUSG00000020780	signal recognition particle 68 [Source:MGI Symbol;Acc:MGI:1917447]	Srp68
ENSMUSG00000091698	predicted gene 6526 [Source:MGI Symbol;Acc:MGI:3648758]	Gm6526
ENSMUSG00000078129	actin-like 10 [Source:MGI Symbol;Acc:MGI:1917612]	Actl10
ENSMUSG00000035372	RIKEN cDNA 1810055G02 gene [Source:MGI Symbol;Acc:MGI:1919306]	1810055G02Rik
ENSMUSG00000082200	predicted gene 12871 [Source:MGI Symbol;Acc:MGI:3649219]	Gm12871
ENSMUSG00000008822	acylphosphatase 1, erythrocyte (common) type [Source:MGI Symbol;Acc:MGI:1913454]	Acyp1
ENSMUSG00000081423	predicted gene 12882 [Source:MGI Symbol;Acc:MGI:3651897]	Gm12882
ENSMUSG00000069206	zinc finger protein 874a [Source:MGI Symbol;Acc:MGI:3040703]	Zfp874a
ENSMUSG00000000378	cerebral cavernous malformation 2 [Source:MGI Symbol;Acc:MGI:2384924]	Ccm2
ENSMUSG00000092583	vomeronasal 2, receptor, pseudogene 53 [Source:MGI Symbol;Acc:MGI:3757948]	Vmn2r-ps53
ENSMUSG00000082891	predicted gene 12881 [Source:MGI Symbol;Acc:MGI:3651892]	Gm12881
ENSMUSG00000087116	predicted gene 12324 [Source:MGI Symbol;Acc:MGI:3651352]	Gm12324
ENSMUSG00000030400	excision repair cross-complementing rodent repair deficiency, complementation group 2 [Source:MGI Symbol;Acc:MGI:95413]	Ercc2
ENSMUSG00000081305	predicted gene 12879 [Source:MGI Symbol;Acc:MGI:3649632]	Gm12879
ENSMUSG00000095128	predicted gene 5709 [Source:MGI Symbol;Acc:MGI:3644280]	Gm5709
ENSMUSG00000042826	fibroblast growth factor 11 [Source:MGI Symbol;Acc:MGI:109167]	Fgf11
ENSMUSG00000052305	hemoglobin, beta adult major chain [Source:MGI Symbol;Acc:MGI:96021]	Hbb-b1
ENSMUSG00000071650	alpha glucosidase 2 alpha neutral subunit [Source:MGI Symbol;Acc:MGI:1097667]	Ganab
ENSMUSG00000031701	DnaJ (Hsp40) homolog, subfamily A, member 2 [Source:MGI Symbol;Acc:MGI:1931882]	Dnaja2
ENSMUSG00000027188	peptidase domain containing associated with muscle regeneration 1 [Source:MGI Symbol;Acc:MGI:2445082]	Pamr1
ENSMUSG00000046974	cDNA sequence BC053393 [Source:MGI Symbol;Acc:MGI:3039605]	BC053393
ENSMUSG00000081550	predicted gene 15877 [Source:MGI Symbol;Acc:MGI:3801978]	Gm15877
ENSMUSG00000031385	plexin B3 [Source:MGI Symbol;Acc:MGI:2154240]	Plxnb3
ENSMUSG00000025816	Sec61, alpha subunit 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1931071]	Sec61a2
ENSMUSG00000002578	IKAROS family zinc finger 4 [Source:MGI Symbol;Acc:MGI:1343139]	Ikzf4
ENSMUSG00000027490	E2F transcription factor 1 [Source:MGI Symbol;Acc:MGI:101941]	E2f1
ENSMUSG00000093962	predicted gene 11756 [Source:MGI Symbol;Acc:MGI:3702095]	Gm11756
ENSMUSG00000020184	transformed mouse 3T3 cell double minute 2 [Source:MGI Symbol;Acc:MGI:96952]	Mdm2
ENSMUSG00000058966	family with sequence similarity 57, member B [Source:MGI Symbol;Acc:MGI:1916202]	Fam57b
ENSMUSG00000002257	differentially expressed in FDCP 6 [Source:MGI Symbol;Acc:MGI:1346328]	Def6
ENSMUSG00000082872	predicted gene 15773 [Source:MGI Symbol;Acc:MGI:3783214]	Gm15773
ENSMUSG00000027937	jumping translocation breakpoint [Source:MGI Symbol;Acc:MGI:1346082]	Jtb
